职位名称,招聘部门,薪资,地区,工作经验,学历,工作性质,职位诱惑,职位描述,工作地址,公司信息
大数据产品经理,天壤智能产品研发中心招聘,15k-30k,/杭州 /,经验3-5年 /,本科及以上 /,全职,"
大牛导师,五险一金,带薪年假","
岗位职责
1、负责数据化营销运营系统的策略以及功能设计，撰写高质量的需求文档，并协调和推动研发团队完成产品开发、上线及上线后持续运营；
2、收集并深刻理解广告行业，理解业务各方的需求，洞察市场方向，提出创新、合理的产品方向；
3、与销售、运营等合作部门进行沟通和协调，共同促进产品的优化和推广，为运营和销售提供支持；
4、针对业务运营情况进行数据监测，合理分析，得出结论，并根据结论提出产品优化方案及推进方案落地。

任职资格
1、本科以上学历，3年以上互联网商业产品工作经验，有广告系统相关产品经验（今日头条、微博、微信广告平台）；
2、对互联网商业产品模式有深入了解和独到见解，对市场需求有很强的洞察力，对商业产品有热情；
3、良好的逻辑思维能力，较强的数据分析能力，对数字敏感；
4、较强的沟通和协调能力，优秀的执行能力，对解决具有挑战性问题充满激情；
5、能够承担压力，勤恳踏实，善于团队协作；
6、具备良好的总结汇报能力和沟通能力；","杭州 - 西湖区 - 西溪 - 西溪谷A幢10楼
","天壤智能
移动互联网,企业服务
A轮
50-150人
http://www.tianrang.com"
大数据产品经理,联邦车网产品部招聘,18k-22k,/广州 /,经验3-5年 /,大专及以上 /,全职,"
双休、五险一金、下午茶、团建、晋升空间大","
岗位职责：
1、围绕公司战略和业务规划，进行相关的产品规划、设计； 2、完成跨部门沟通，能够胜任业务端需求支撑工作；
3、负责产品需求、设计、研发、测试、验收、上线等全流程产品管理工作； 
4、跟踪产品数据，基于数据分析进行产品优化迭代 。

任职要求：
1、本科或以上学历，3年及以上产品经验； 
2、 熟悉互联网汽车服务行业，有汽车后市场、大数据平台相关经验优先； 
3、 熟练使用Axure、Visio等常用产品设计工具，具备较优秀的文档能力； 
4、 工作积极主动，具备强烈的责任心、较强的沟通能力、团队合作精神","广州 - 海珠区 - 广州市海珠区万胜围万胜广场C塔27楼全层
","联邦车网
移动互联网,消费生活
不需要融资
北京万集科技股份有限公司(A轮)
150-500人
http://www.etcchebao.com/"
数据产品经理（直播） (MJ000...,哔哩哔哩直播事业部招聘,15k-25k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
上市公司,福利多多,氛围好,二次元文化","
工作职责：

1、负责直播数据系统建设，完善业务数据埋点、监控指标、数据可视化

2、负责直播业务数据分析，优化产品、运营、业务方向，并为业务决策提供依据

3、协调内外部资源和支持，与运营、设计、开发、测试配合，推进数据产品落地

4、对业务数据敏感、数据驱动，工作中用数据发现问题、验证问题


职位要求:

1、2年以上数据相关工作经验，有c端分析经验、用户画像、数据建模等经验优先

2、熟练使用sql，了解hadoop，spark等大数据技术，熟悉Python/R者优先

3、逻辑思路清晰，具备良好的数据敏感度，能从海量数据中提炼核心结论

4、具备良好的沟通能力和团队精神，较强的学习能力，积极主动，责任心强","上海 - 杨浦区 - 复旦大学 - 国正中心
","哔哩哔哩
移动互联网,文娱丨内容
上市公司
2000人以上
http://www.bilibili.com/"
数据产品经理,美住收益管理部招聘,20k-35k,/北京 /,经验5-10年 /,本科及以上 /,全职,"
五险一金,弹性工作,扁平管理,大牛带队","
工作职责:
- 梳理数据部门各业务逻辑，对企业运营上下游产品熟悉，并能够从产品侧寻找连接点，提升组织运营效率；
- 分析组织业务版图与业务连接，并构建符合其要求的数据运营相关产品；
- 协助分析师、算法工程师进行数据分析体系建设和完善；
- 协助分析师对数据洞察以及定性和定量分析，迅速定位内部问题或发现机会；
- 支持团队内部数据需求；
- 对接业务方，对投入使用的产品进行使用培训、问题解答、需求对接以及反馈收集；
岗位要求：
- 本科以上学历，计算机、统计学、数学等相关专业或数据相关工作经验优先；
- 在产品领域有3年以上的工作经验，有复杂产品从0到1的整体搭建经历；
- 乐于设计工具或寻找方法帮助自己或他人改进效率，并关注最终效果；
- 逻辑清晰，喜欢抽丝剥茧，乐于分析事物本质，擅长系统地解决问题；
- 喜欢用图表解释数据，对数据可视化有比较强烈的兴趣；
- 对数字比较敏感，能使用SQL，熟悉常用数据统计和分析方法；
- 有良好的组织沟通能力和抗压能力，团队合作精神和主动意识，能够胜任复杂环境下的沟通协作；
- 良好的逻辑思维能力、业务解读能力和快速学习能力；
加分项：
- 理解数据仓库结构以及整个数据流转过程
- BI产品规划设计等经验
- 三到五年以上数据产品设计经验，有团队管理经验者优先","北京 - 朝阳区 - 望京 - 梦想加空间（望京彩虹桥）4层
","美住
消费生活,电商
A轮
500-2000人
https://www.lagou.com/gon..."
大数据产品经理,武汉掌中宝大数据招聘,12k-16k,/武汉 /,经验3-5年 /,大专及以上 /,全职,"
大数据方向","
主要职责
1. 深入了解集团的业务场景及目标，负责集团大数据相关产品的总体规划；
2. 负责集团大数据研发体系及队伍的规划及建设；
3. 负责集团大数据研发的对外合作工作；
4. 负责组织集团大数据平台的研发工作；
5. 领导安排的其他工作。

其他项
1、3年以上大数据产品经理经验
2、精通主流大数据处理平台（Hadoop、Spark、Storm）技术架构、以及平台的安装部署、运维配置、应用开发
3、能够熟练利用Hadoop+Spark对行业大数据进行存储管理和分析挖掘；
4、熟悉GIS平台及数据可视化技术；","武汉 - 洪山区 - 南湖 - 洪山区野芷湖西路创意天地高层05办公楼3层
","武汉掌中宝
移动互联网,游戏
未融资
150-500人
http://www.zzbwuhan.com/"
数据产品经理（基础数据方向）,随手科技随手集团招聘,13k-25k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
团队氛围好，发展空间大","
岗位职责：
1、负责集团各业务中心之间数据流转需求处理工作，负责日常基础数据维护工作，负责集团自建商业智能工具底层支持工作；
2、搭建全集团的数据治理体系、推动驱动数据治理工作，确定数据治理流程与制度建设方案(包括技术方向评估和技术选型)；
3、负责集团大数据治理(元数据、数据标准、数据质量、数据资产目录)相关系统工具功能规划和总体方案设计；
4、推进数据标准、数据质量、元数据的管理等办法的实施，监督和检查相关管理办法的执行落地情况；
5、对数据质量负责：与业务数据所有者合作，建立数据质量业务规则，提出数据质量改进计划，挖掘数据价值。

任职要求：
1、统招大学本科及以上学历，计算机/软件/信息管理类相关专业；
2、三年及以上大型企业数据治理/数据标准项目管理相关工作经验，有数据仓库，数据集市，数据管控平台项目设计和实施经验者优先，具备咨询公司大数据或数据治理咨询经验者优先；
3、熟悉数据治理体系架构，对数据标准、数据质量、信息模型、元数据管理，数据维度建模方法有深入研究；
4、掌握主流数据仓库技术，理解 Hadoop、Hive、HBase、MapReduce、Flume、Kafka、Storm 一种或者几种；
5、熟练掌握Visio、MindManager、Axure等基本产品工具；精通SQL、Excel，至少熟悉一种脚本语言Python/shell；
6、具备owner意识，具备较强的沟通能力、具备良好的跨部门合作、较强的项目管理及资源协调能力；
7、熟悉金融业务流程及数据流转关系，对新技术敏感，学习能力强，逻辑思维强。","深圳 - 南山区 - 大冲 - 科技园金蝶软件园B座8楼北
","随手科技
金融
C轮
KKR集团（全球私募鼻祖）(C轮)，复星昆仲领投，红杉资本(B轮)，红杉资本(A轮)
500-2000人
http://www.sui.com/"
数据产品经理,美图公司招聘,15k-25k,/厦门 /,经验3-5年 /,本科及以上 /,全职,"
弹性工作、发展空间、B端产品","
岗位职责：
1. 根据公司战略，分析美业市场对大数据的需求，并输出系统化的数据方案，帮助客户有效提升业务经营效率和服务体验。
2. 负责监控B端产品使用数据，并能够洞察客户使用场景，提出产品优化方案。
3. 负责数据搜集、数据建模、数据分层、数据可视化展示的规划和执行，有节奏和策略推进项目落地。
4. 搭建大数据产品分析，打造产品指标及报表体系，跟踪及监控产品日、周月运营数据，分析产品运营状况，进行有价值的专题研究，输出报告
5. 负责数据产品的需求分析，需求管理，产品设计和产品迭代；挖掘数据的商业价值，丰富产品形态，输出高质量PRD文档；组织需求管理和评审；


任职要求：
1. 本科及以上学历。
2. 3年以上互联网产品工作经验，有B端成功产品或美业零售经验优先。
3. 对彩妆、美容、美肤保养行业有良好的数据观察力和商业敏感性，能够迅速洞察行业变化，捕获数据价值和产品机会。
4. 具备系统化的产品规划能力，能够以点带面，著眼于未来，有节奏的提出产品规划。
5. 有很强的抗压力和自驱力，积极影响并协调带动团队朝目标前进。
6. 熟练掌握原型和交互设计，擅长从用户角度考虑问题，对用户需求有较好识别判断能力。
7. 了解底层数据的架构以及应用层数据分析和算法，对大数据分析和数据挖掘有一定认知，具有产品创新精神。
8. 具备一定数据技术能力，如SQL语言。","厦门 - 思明区 - 软件园二期望海路8号
","美图公司
硬件
上市公司
2000人以上
http://hr.meitu.com"
数据产品经理,爱享到研发部招聘,15k-30k,/上海 /,经验3-5年 /,大专及以上 /,全职,"
行业新、空间大","

1、负责用户平台的流量数据规范、需求管理、项目推进、质量措施，建立流量数据产出全生命周期管理；
2、规划与设计面向流量数据生产的工具与产品，推动流量数据生产自动化；
3、针对不同数据应用下游，提供对应的数据供应方案，提升数据应用效率。
职位要求：
1、良好的数据敏感度，了解大数据相关的基础知识，熟悉常见的数据分析和处理方法；
2、熟悉数据仓库知识，熟悉流量数据生产、收集、处理、加工过程；
3、对于数据生产过程中，对数据最终供应质量的影响因素有清晰认知；
4、能够根据用户的对数据的应用场景，明确任务优先级，合理安排落地节奏 ;
5、自我驱动力强，面对复杂情况能够独立工作；跨团队与部门的沟通能力强，有较强的团队协- 作意识和能力；
6、熟悉互联网产品，有数据分析，GA、友盟、TalkingData等网站分析工具的使用经验优先；
7、有后台系统产品经验或相关设计思考优先。
8、有SQL技能经验优先。
 ","上海 - 静安区 - 寿阳路99弄27号市北协信星光广场7楼701室
","爱享到
移动互联网,消费生活
不需要融资
150-500人
http://www.lagou.com/gong..."
数据产品经理,沣石数据战略发展部招聘,18k-25k,/北京 /,经验3-5年 /,学历不限 /,全职,"
五险一金 绩效奖金","
岗位职责：
1.负责公司数据产品的探索，完成数据产品的设计和项目推进；
2.制定产品线的规划和阶段性目标，产出PRD和原型设计。
3.深入了解业务需求，能够有效洞察业务的机会和瓶颈，提炼成数据产品，帮助业务方做好商业判断；
4.组织跨团队协作，协调开发、设计、数据等各方资源，保证项目如期上线； 
5.制定产品运营策略，负责产品上线推广，持续改善产品功能和用户体验。

职位要求：
1.计算机、数学、统计学相关专业，本科及以上学历；
2.熟练掌握PL/SQL编程，熟悉Hive、MySql数据库或者其他主流数据库；
3.熟练使用office 、Axure等工具；
4.有良好的逻辑思维能力、较强的数据敏感度；
5.工作负责，具备较强的沟通交流与团队合作能力 ；
6.有金融、信用卡行业数据产品经验者优先。","北京 - 朝阳区 - 双井 - 双井路乐成中心A座22层
","沣石数据
移动互联网,数据服务
不需要融资
150-500人
https://www.lagou.com/gon..."
【新加坡】数据产品经理,ShopeePM招聘,20k-40k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
海外；电商；东南亚；Shopee总部","
工作地点：新加坡，非深圳
公司：Shopee Singapore Pte. Ltd. 

工作职责：
深入理解业务用户的需求与痛点，设计并优化业务分析场景、指标、可视化展示，以及数据模型需求，完成指标体系搭建与数据产品设计开发，推动相应数据产品的研发和落地
负责产品的全过程管理，包括收集用户需求、调研和分析、制定产品规划、具体产品功能的设计、不断优化产品体验
撰写高质量的产品说明书，协调业务、研发团队高质量完成产品开发，并确保上线后的系统性能稳定
能独立完成数据分析、报表开发和报告编写，具备大数据分析方向的视野，协助团队完成部门任务
根据业务需要协助制定数据运营策略，规划和完善数据平台

职位要求：
本科及以上学历;计算机、数学、统计学相关专业优先
5年以上互联网公司数据产品工作经验，具备良好的原型设计能力，良好的数据敏感度，了解大数据相关知识，熟悉常见的数据分析和处理方法
主动性强，能深刻理解业务，根据用户对数据的应用场景，明确任务优先级，安排落地节奏
具备较强的数据分析能力、逻辑思维能力、沟通能力，较强的文字功底，能够有效整合团队资源推动业务发展","深圳 - 南山区 - 大冲 - 达实智能大厦29楼
","Shopee
电商
上市公司
2000人以上
http://shopee.cn/"
数据产品经理,东方新闻招聘,20k-40k,/上海 /,经验1-3年 /,学历不限 /,全职,"
晋升空间,发展平台,双休,扁平化","
工作职责：
1. 负责公司数据平台产品的长期规划、需求分析和产品设计。
2. 支持业务部门的数据需求，持续挖掘数据价值，提升公司整体数据分析能力。
3. 负责在项目推进过程中的跨部门协调沟通工作，确保产品的上线进度。
4. 分析用户需求和行为，挖掘各类数据的价值，进行数据整合，推进产品变现。

任职资格：
1. 本科以上学历，1年以上互联网产品经验。有数据平台类产品经验者优先。
2. 熟悉产品设计实现流程，包括从需求分析到模型开发、产品发布及应用。
3. 具有良好的逻辑思维与系统分析能力，对设计和细节敏感。
4. 具有良好的团队协作意识、综合沟通能力，责任心强，抗压性强。","上海 - 浦东新区 - 张江 - 银冬路491号2幢
","东方新闻
移动互联网,社交
不需要融资
150-500人
http://www.songhengnet.com"
数据产品经理,麦子金服BI数据平台部招聘,20k-30k,/上海 /,经验3-5年 /,本科及以上 /,全职,"
交通便利,领导好,水果提供,餐补","
岗位职责
1、负责公司数据项目的整体规划和产品设计；
2、负责H5/APP/小程序等模块规划与设计；
3、负责创新项目的产品规划,分析与研究业务模式。
  任职要求
1、本科及以上学历，5年以上互联网产品经验；
2、具备大数据思维，有数据驱动业务的意识；
3、逻辑清晰，能看到事物背后的本质，擅长系统地解决问题；
4、有女性产品、知识付费、社区营销、心理学、AI等相关工作经验者优先","上海 - 浦东新区 - 上海市浦东新区浦建路76号由由国际大厦11-12楼
","麦子金服
金融
A轮
500-2000人
http://www.maizijf.com"
数据产品经理,TapTap产品部招聘,15k-30k,/上海 /,经验1-3年 /,本科及以上 /,全职,"
老板带","
工作职责:
1. 负责TapTap数据及推荐平台的规划和产品设计
2. 借助数据工具产出临时的数据报告
3. 能有效与其他部门沟通，对数据产出的合理性和有效性直接负责；
4. 通过了解产品战略和业务场景分解、提炼产品需求，制定合理的优先级并推进项目进度。

任职资格:
1. 本科及以上学历，2年以上移动互联网产品或者数据分析经验；
2. 有数据类产品经验，有推荐算法经验优先；
3. 优秀的逻辑思维，沟通和数据分析能力，独立思考，极致执行；
4. 熟悉互联网产品开发迭代流程，有效协调并推动各方资源达成目标，有团队领导力；
5. 具备良好的用户体验意识，换位思考，同时具备创新精神。","上海 - 闸北区 - 万荣路700号A3栋202
","TapTap
游戏,社交
B轮
吉比特，心动网络，飞鱼科技，网易BoBo(B轮)，吉比特，飞鱼科技，心动网络(A轮)
50-150人
http://www.taptap.com"
大数据产品经理【北京】,数澜科技华北技术中心招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
六险一金、扁平化管理","
岗位描述：
1、负责面向企业、政府、开发者、ISV等客户的大数据产品及应用解决方案的设计、规划和落地；
2、调研不同行业的企业客户，深度挖掘利用大数据帮助客户优化企业经营链路的场景点；
3、根据客户需求，并结合行业产品经验，抽象提炼出数据解决方案及产品的功能点，并进行产品架构、数据设计、流程图、产品原型设计；
4、组织和推动产品团队、核心开发团队，快速完成解决方案产品化工作，梳理提供PRD、产品架构图、需求列表、开发计划、用户手册等文档 。
岗位要求：
1、 本科及以上学历，扎实的数据平台/数据产品开发或设计基础，3年以上相关经验，有独立负责大数据产品经验者为佳；
2、 具有数据技术背景，具有大数据、云计算、ETL、数据挖掘的技术背景为佳，有数据标签方面工作经验的作为加分项；
3、有丰富的产品设计和项目管理经验，并可以熟练使用Axure等工具进行产品的原型设计，具备SQL等技术开发经历或有数据平台产品经理从业经验的作为加分项；
4、具备较强的数据分析能力、逻辑思维能力、沟通能力，能够有效整合团队资源推动业务发展；
5、有很强的产品owner意识，良好的自我管理能力、环境适应能力和执行力，能较大压力下保持工作激情；
6.、热爱数据，喜欢迎接挑战和承担责任，积极主动，高效的执行力；
7、有团队管理经验优秀考虑。","北京 - 朝阳区 - 望京sohoT2，C座2511
","数澜科技
企业服务,数据服务
A轮
获得天堂硅谷资本领投，IDG资本跟投的A+轮融资(A轮)，云锋基金领投，IDG资本、浙商产融及洪泰基金跟投(A轮)，获得IDG和湖畔山南千万级别天使轮投资(天使轮)
150-500人
http://www.dtwave.com/ind..."
数据产品经理,OKCoin产品技术部招聘,15k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
区块链技术","
岗位职责：
1、深入理解公司业务，负责数据平台搭建；
3、梳理数据分析结论，管理公司核心指标开发及维护；
4、梳理业务部门日常报表需求，安排开发及维护 ；
5、与业务部门进行沟通，提炼现有数据使用需求进行产品化。
职位要求：
1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，金融背景优先；
2、具有丰富的数据平台规划和搭建经验，以及数据统筹和管理经验。具有数据驱动型产品经验者优先；
2、具备杰出的定量分析能力，能够灵活利用数据，具有组织、理性分析数据的能力，能够从海量数据中挖掘用户行为；
3、具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断；
4、对数据敏感，对数据问题定位和数据可视化有自己的认识；
5、数据平台规划和搭建经验，数据统筹和管理经验。数据驱动型产品的经验优先；
6、能够迅速融入团队工作中，能够主动沟通，主动学习。","北京 - 海淀区 - 西北旺 - 创业路8号群英科技园3号楼4楼/5楼
","OKCoin
金融
B轮
已获得策源创投、曼图资本、创业工厂、Tim Draper、蔡文胜、蒋涛等(A轮)，Tim Drapper 、创业工场(天使轮)
500-2000人
https://www.okcoin.com"
大数据产品经理,买买提信息科技互联网事业部招聘,25k-30k,/深圳 /,经验不限 /,本科及以上 /,全职,"
六险一金，15天全薪假期，上升空间大","
工作职责:
1、负责大数据平台建设，建立数据管理体系，完善数据治理工作；
2、负责公司BI平台规划迭代，结合具体业务场景，设计落地合理易用的BI工具；
3、统一规划DMP数据管理平台，支持标签体系的主题建设，建立完善的用户画像应用，辅助业务运营；
4、深入了解互金业务场景，帮助业务方一起建立数据监控体系。
任职资格:
1、本科及以上学历，计算机相关专业；
2、五年以上数据相关工作经验，对行业中主流BI工具及数据仓库基本方法理论有一定了解，有推荐系统、广告系统、数据分析平台建设经验者优先；
3、熟练使用excel、ppt、axure等办公软件，熟练使用sql等统计分析工具；
4、优秀的跨部门沟通协调能力，有较强的执行力，能独立负责整个项目的推进落地。","深圳 - 福田区 - 福田彩田路新浩E都商业裙楼2楼
","买买提信息科技
移动互联网,金融
不需要融资
150-500人
https://www.lagou.com/gon..."
数据产品经理,北京智慧图招聘,20k-30k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
空间大 团队气氛好","
工作职责：
1.负责数据平台的需求分析及产品策划
2.负责业务部门对LBS 可视化产品需求的分析及项目落地
3.负责挖掘LBS数据能力和价值，探索商业化
4.对接并整合第三方数据资源，提升数据平台能力
  职责要求：
1. 统计/计算机/地图相关专业本科以上学历
2. 3年以上业务系统可视化产品（报表、GIS类）经验
3. 主导过类似大型项目至少2项
4. 熟悉数据后台系统运行机制者优先
5. 有良好的学习能力、执行力和团队合作精神
6. 善于创新和沟通，具备较强的组织协调能力
7. 逻辑思维清晰，自我驱动力强，能敏锐发现产品问题，并推动解决
8. 乐于接受挑战，能在较大的压力下保持良好工作状态
9. 热爱互联网行业，熟悉互联网","北京 - 海淀区 - 学院路 - 学院路和知春路的交汇处致真大厦C座10层
","北京智慧图
移动互联网,数据服务
C轮
150-500人
http://www.rtmap.com"
数据产品经理,长沙微领地网络科技有限公司产品部招聘,10k-18k,/长沙 /,经验3-5年 /,大专及以上 /,全职,"
周末双休 奖金多多","
数据产品经理
工作职责：
1、负责各业务部门的需求调研，并根据需求进行业务报表和可视化图表的设计；
2、负责品牌BI系统、数据看板、可视化大屏的设计和跟进；
3、根据业务部门的需求完成指标设计和定义；
4、负责网站、微信公众号、APP等日常数据收集、整理和分析工作；
5、负责Growing IO的日常管理和配置；

任职要求：
1、本科及以上学历，2年以上的数据产品经验；
2、对数据可视化比较了解，熟悉基本的图表形式；
3、熟悉主流的原型设计工具，如Axure、墨刀等；
4、对数字敏感，有很强的理解具体业务的能力，善于从数据中发现问题，对业务有理解、分析、判断和优化能力；
5、有强烈的责任心、良好的沟通协调能力、团队合作精神、优秀的执行能力；
6、了解SQL查询语言，对数据库结构有基本了解的优先；","长沙 - 岳麓区 - 麓谷 - 麓谷企业广场E5栋2单元
","长沙微领地网络科技有限公司
移动互联网,电商
未融资
50-150人
http://www.iweilingdi.com"
大数据产品经理,上海科发数据部招聘,18k-30k,/上海 /,经验3-5年 /,硕士及以上 /,全职,"
数据 团队建设","
主要职责：
1、负责公司大数据产品在产品研究、策略分析、架构规划、行业数据产品开发与应用等方面的相关研究和规划工作，推动公司产品在基础数据整合输出方面的战略和战术执行。
2、收集客户需求，发现客户痛点，转为产品开发需求或产品解决方案，负责新产品的创新和预研，完成新产品的用户需求定义、产品功能/UI/交互的设计；。
3、负责与公司大数据分析项目团队、数据研发团队的同步协作。
4、负责行业数据收集，对标标杆与竞品数据，支持业务决策与运营。
5、产品运行数据分析，对产品进行持续性优化和改进。
岗位要求：
1、统计学，应用数学，计算机相关专业硕士（含）以上学历，熟悉产品从业务调研、需求分析到实现过程、产品发布的整个流程，3年以上数据分析或数据产品研发相关经验，有独立研发产品和团队领导经验。
2、热爱互联网，熟悉社交网络营销产品（微博微信等），至少负责过多个互联网和移动互联网产品的设计和管理
3、具备良好的数据敏锐度，对数据处理和数据可视化有深刻的理解，有丰富的数据逻辑经验。
4、有丰富的数据产品规划、数据分析、数据挖掘、数据可视化、数据建模相关经验，熟练使用各类主流分析工具（Excel、SPS/SAS等），有较强的数据挖掘能力（SQL、R、Python等）和开发能力。
5、 熟悉主流大数据产品、可视化分析工具产品，对行业发展趋势有深入了解优先。
6、优秀的分析和解决问题的能力，对挑战性问题充满激情。","上海 - 徐汇区 - 漕河泾 - 钦州路100号
","上海科发
数据服务
不需要融资
15-50人
http://www.sstir.cn/"
大数据产品经理,欢网科技平台运营中心招聘,18k-25k,/北京 /,经验3-5年 /,本科及以上 /,全职,"
弹性工作,福利节假,五险一金,各项补贴","
岗位职责:
1、 基于大数据产业的分析研究和媒体产业的需求挖掘，结合大数据事业部发展方向，规划并设计大数据平台；
2、 按照媒体各细分市场具体特征，分析大数据价值点应用场景，进行产品不同模块的设计和完善；
3、 市场调研与竞争对手分析；
4、 通过洞察数据价值，为产品、运营、市场部门提供决策支持；
5、 进行产品商业化相关工作支持，协助业务团队完成营收目标。

任职要求：
1、 本科以上学历，4年或以上产品经理工作经验，至少1年以上dsp平台工作经验；
2、 对媒体和大数据产业有较深理解和认识；
3、 有良好的需求分析和产品设计能力，能独立进行产品设计并制定相关规划；
4、 有数据产品经验优先，具有一定的数据分析和建模能力优先；
5、 工作踏实，态度积极。","北京 - 朝阳区 - 劲松三区甲302号华腾大厦25层
","欢网科技
硬件
B轮
TCL(B轮)，长虹(B轮)，宽带资本(B轮)，腾讯(A轮)
150-500人
http://www.huan.tv"
数据产品经理,证大爱特产品中心招聘,15k-20k,/上海 /,经验1-3年 /,本科及以上 /,全职,"
工资待遇高、职业前景好","
职责描述：
1、与运营、技术等部门合作，推进公司数据系统的建设；
2、与数据分析师合作，挖掘数据中隐藏的业务逻辑，提供决策依据；
3、结合公司目标，推进业务增长。

任职要求：

1、2年以上产品经理工作经验，至少经历过一个完整的产品数据系统建设过程；
2、有较强的逻辑分析能力和学习能力，善于沟通和协调资源；
3、对工作充满热情，能够自我驱动；
4、熟悉网贷业务者优先，有技术背景者优先。","上海 - 浦东新区 - 洋泾 - 南洋泾路555号，陆家嘴金融街区4楼
","证大爱特
移动互联网,金融
不需要融资
500-2000人
http://www.laocaibao.com"
数据产品经理,至真信息招聘,15k-25k,/广州 /,经验3-5年 /,本科及以上 /,全职,"
周末双休,年终多薪,五险一金，下午茶","

1 集成、整合、打通公司内各业务线数据，建立统一数据运营体系，驱动数据文化建设。
2 与业务部门一同建立自上而下的数据指标体系，从KPI到业务过程指标的梳理和拆解。
3 梳理数据来源，协同业务部门确定指标来源、口径、定义规范，维护与管理数据的准确性、一致性、安全性。
4 通过设计引用性数据产品、数据产品运营，帮助业务部门提升数据使用效率。
5 通过数据分析、挖掘、算法等手段，支持、指导业务。 
6 将数据能力持续沉淀到中台数据产品中。
岗位要求：
1.熟悉互联网产品工具及相关流程
2.3年以上数据产品相关工作经验，有数据分析能力、数据化运营经验
3.良好的沟通能力、团队协作能力
4.数据敏感性,可基于数据需求形成产品原型
5.逻辑与条理清晰，良好的项目管理与文字表达能力
   ","广州 - 天河区 - 中山大道建工路4号新太科技大厦5楼
","至真信息
移动互联网
A轮
成为中国所有主流移动互联网公司出海合作伙伴，营收增长翻番，完成A轮融资(A轮)
150-500人
http://www.batmobi.net"
数据产品经理,随手科技数据部招聘,13k-25k,/深圳 /,经验3-5年 /,本科及以上 /,全职,"
团队氛围好，发展空间大","
岗位职责：
1、负责规划推进数据平台的建设及维护，实现BI工具的基础功能建设，分析功能等扩展功能的规划建设；
2、负责产品设计，撰写产品文档；与研发、设计、等部门沟通协调，确保协作部门对产品充分的理解，把控版本迭代进度，质量；
3、 参与可视化数据产品建设，支持各类用户包括管理层对数据的需求，支持关键数据快速洞察和灵活分析，提供决策支持；
4、参与标签系统，用户画像的需求挖掘到产品落地以及后期迭代全流程的规划与管理；
5、能够快速了解业务需求与痛点，规划和落地满足各需求场景的数据应用产品；

任职要求： 
1、统招本科及以上学历，理工科专业优先；
2、有2年以上产品工作经验，至少有1年以上数据产品工作经验，对市面主流大数据产品、BI产品以及发展趋势有一定了解；
3、了解数理统计、常用数据分析方法，了解数据挖掘原理，熟知数据生产流程；
4、熟练掌握产品设计技能，能深入理解业务需求，抽象成数据产品需求，具有标签系统，用户画像，Dashboard 类产品的策划经验优先；
5、能使用SQL、Hive等，熟练应用Excel、PPT、Axure、Visio；
6、具有良好的逻辑思维能力，有同理心、责任感强，工作积极主动，有良好的沟通以及团队协作意识。","深圳 - 南山区 - 白石洲 - 科技园金蝶软件园
","随手科技
金融
C轮
KKR集团（全球私募鼻祖）(C轮)，复星昆仲领投，红杉资本(B轮)，红杉资本(A轮)
500-2000人
http://www.sui.com/"
数据产品经理,善诊大数据招聘,20k-35k,/上海 /,经验3-5年 /,学历不限 /,全职,"
空间大，机会多","
岗位职责：
1、        收集、挖掘业务需求并转化成数据解决方案；
2、        针对各业务应用场景搭建数据模型并落地；
3、        设计各业务场景面向用户的数据应用方案；
4、        负责项目推进中的跨部门协调沟通工作，确保项目正常开展。
岗位要求：
1.    重点大学本科、硕士学历，全职；
2.    计算机、数学专业优先；
3.    逻辑思维能力强，有独立的分析及抽象思维能力；
4.    踏实，对结果负责；
5.    有基于用户的产品思维。
 ","上海 - 浦东新区 - 张江 - 亮秀路9号/博霞路22号 207室
","善诊
移动互联网,医疗丨健康
C轮
GGV(A轮)，BlueRun(天使轮)
150-500人
https://app.mokahr.com/ca..."
